
itm_arena_tunic_white_pl|백색 투기장 윗옷
itm_arena_tunic_red|적색 투기장 윗옷
itm_arena_tunic_red_pl|적색 투기장 윗옷
itm_arena_tunic_blue|청색 투기장 윗옷
itm_arena_tunic_blue_pl|청색 투기장 윗옷
itm_arena_tunic_green|녹색 투기장 윗옷
itm_arena_tunic_green_pl|녹색 투기장 윗옷
itm_arena_tunic_yellow|황색 투기장 윗옷
itm_arena_tunic_yellow_pl|황색 투기장 윗옷
itm_arena_helmet_red|적색 투기장 투구
itm_arena_helmet_red_pl|적색 투기장 투구
itm_arena_helmet_blue|청색 투기장 투구
itm_arena_helmet_blue_pl|청색 투기장 투구
itm_arena_helmet_green|녹색 투기장 투구
itm_arena_helmet_green_pl|녹색 투기장 투구
itm_arena_helmet_yellow|황색 투기장 투구
itm_arena_helmet_yellow_pl|황색 투기장 투구
itm_steppe_helmet_white|백색 초원 투구
itm_steppe_helmet_white_pl|백색 초원 투구
itm_steppe_helmet_red|적색 초원 투구
itm_steppe_helmet_red_pl|적색 초원 투구
itm_steppe_helmet_blue|청색 초원 투구
itm_steppe_helmet_blue_pl|청색 초원 투구
itm_steppe_helmet_green|녹색 초원 투구
itm_steppe_helmet_green_pl|녹색 초원 투구
itm_steppe_helmet_yellow|황색 초원 투구
itm_steppe_helmet_yellow_pl|황색 초원 투구
itm_tourney_helm_white|백색 시합용 투구
itm_tourney_helm_white_pl|백색 시합용 투구
itm_tourney_helm_red|적색 시합용 투구
itm_tourney_helm_red_pl|적색 시합용 투구
itm_tourney_helm_blue|청색 시합용 투구
itm_tourney_helm_blue_pl|청색 시합용 투구
itm_tourney_helm_green|금색 시합용 투구
itm_tourney_helm_green_pl|금색 시합용 투구
itm_tourney_helm_yellow|황색 시합용 투구
itm_tourney_helm_yellow_pl|황색 시합용 투구
itm_arena_turban_red|투기장 두건
itm_arena_turban_red_pl|투기장 두건
itm_arena_turban_blue|투기장 두건
itm_arena_turban_blue_pl|투기장 두건
itm_arena_turban_green|투기장 두건
itm_arena_turban_green_pl|투기장 두건
itm_arena_turban_yellow|투기장 두건
itm_arena_turban_yellow_pl|투기장 두건
itm_book_tactics|전쟁론
itm_book_tactics_pl|전쟁론
itm_book_persuasion|수사학
itm_book_persuasion_pl|수사학
itm_book_leadership|알릭세누스 대왕 전기
itm_book_leadership_pl|알릭세누스 대왕 전기
itm_book_intelligence|논리학 평론
itm_book_intelligence_pl|논리학 평론
itm_book_trade|가치 이론
itm_book_trade_pl|가치 이론
itm_book_weapon_mastery|검투술
itm_book_weapon_mastery_pl|검투술
itm_book_engineering|기계원리
itm_book_engineering_pl|기계원리
itm_book_wound_treatment_reference|치료서
itm_book_wound_treatment_reference_pl|치료서
itm_book_training_reference|군사 교범
itm_book_training_reference_pl|군사 교범
itm_book_surgery_reference|수술 대전
itm_book_surgery_reference_pl|수술 대전
itm_spice|향신료
itm_spice_pl|향신료
itm_salt|소금
itm_salt_pl|소금
itm_oil|오일
itm_oil_pl|오일
itm_pottery|도자기
itm_pottery_pl|도자기
itm_raw_flax|아마 뭉치
itm_raw_flax_pl|아마 뭉치
itm_linen|리넨
itm_linen_pl|리넨
itm_wool|양모
itm_wool_pl|양모
itm_wool_cloth|양모 직물
itm_wool_cloth_pl|양모 직물
itm_raw_silk|실크 원자재
itm_raw_silk_pl|실크 원자재
itm_raw_dyes|염료
itm_raw_dyes_pl|염료
itm_velvet|벨벳
itm_velvet_pl|벨벳
itm_iron|철
itm_iron_pl|철
itm_tools|공구
itm_tools_pl|공구
itm_raw_leather|가죽
itm_raw_leather_pl|가죽
itm_leatherwork|피혁제품
itm_leatherwork_pl|피혁제품
itm_raw_date_fruit|과일
itm_raw_date_fruit_pl|과일
itm_furs|모피
itm_furs_pl|모피
itm_wine|와인
itm_wine_pl|와인
itm_ale|에일
itm_ale_pl|에일
itm_smoked_fish|훈제 생선
itm_smoked_fish_pl|훈제 생선
itm_cheese|치즈
itm_cheese_pl|치즈
itm_honey|꿀
itm_honey_pl|꿀
itm_sausages|소시지
itm_sausages_pl|소시지
itm_cabbages|양배추
itm_cabbages_pl|양배추
itm_dried_meat|말린 고기
itm_dried_meat_pl|말린 고기
itm_apples|과일
itm_apples_pl|과일
itm_raw_grapes|포도
itm_raw_grapes_pl|포도
itm_raw_olives|올리브
itm_raw_olives_pl|올리브
itm_grain|곡물
itm_grain_pl|곡물
itm_cattle_meat|쇠고기
itm_cattle_meat_pl|쇠고기
itm_bread|빵
itm_bread_pl|빵
itm_chicken|닭
itm_chicken_pl|닭
itm_pork|돼지
itm_pork_pl|돼지
itm_butter|버터
itm_butter_pl|버터
itm_siege_supply|공급
itm_siege_supply_pl|공급
itm_quest_wine|와인
itm_quest_wine_pl|와인
itm_quest_ale|에일
itm_quest_ale_pl|에일
itm_tutorial_sword|검
itm_tutorial_sword_pl|검
itm_tutorial_axe|도끼
itm_tutorial_axe_pl|도끼
itm_tutorial_spear|창
itm_tutorial_spear_pl|창
itm_tutorial_club|곤봉
itm_tutorial_club_pl|곤봉
itm_tutorial_battle_axe|전투 도끼
itm_tutorial_battle_axe_pl|전투 도끼
itm_tutorial_arrows|화살
itm_tutorial_arrows_pl|화살
itm_tutorial_bolts|쇠뇌 화살
itm_tutorial_bolts_pl|쇠뇌 화살
itm_tutorial_short_bow|단궁
itm_tutorial_short_bow_pl|단궁
itm_tutorial_crossbow|쇠뇌
itm_tutorial_crossbow_pl|쇠뇌
itm_tutorial_throwing_daggers|투척단검
itm_tutorial_throwing_daggers_pl|투척단검
itm_tutorial_saddle_horse|승마용 말
itm_tutorial_saddle_horse_pl|승마용 말
itm_tutorial_shield|연 방패
itm_tutorial_shield_pl|연 방패
itm_tutorial_staff_no_attack|지팡이
itm_tutorial_staff_no_attack_pl|지팡이
itm_tutorial_staff|지팡이
itm_tutorial_staff_pl|지팡이
itm_sumpter_horse|짐마
itm_sumpter_horse_pl|짐마
itm_saddle_horse|승용마
itm_saddle_horse_pl|승용마
itm_steppe_horse|초원마
itm_steppe_horse_pl|초원마
itm_arabian_horse_a|사막마
itm_arabian_horse_a_pl|사막마
itm_courser|준마
itm_courser_pl|준마
itm_arabian_horse_b|살란 마
itm_arabian_horse_b_pl|살란 마
itm_hunter|사냥마
itm_hunter_pl|사냥마
itm_warhorse|전투마
itm_warhorse_pl|전투마
itm_charger|돌격마
itm_charger_pl|돌격마
itm_arrows|화살
itm_arrows_pl|화살
itm_khergit_arrows|케르지트 화살
itm_khergit_arrows_pl|케르지트 화살
itm_barbed_arrows|미늘 화살
itm_barbed_arrows_pl|미늘 화살
itm_bodkin_arrows|송곳 화살
itm_bodkin_arrows_pl|송곳 화살
itm_bolts|쇠뇌 화살
itm_bolts_pl|쇠뇌 화살
itm_steel_bolts|강철 쇠뇌 화살
itm_steel_bolts_pl|강철 쇠뇌 화살
itm_cartridges|탄약
itm_cartridges_pl|탄약
itm_pilgrim_disguise|순례자 의복
itm_pilgrim_disguise_pl|순례자 의복
itm_pilgrim_hood|순례자 두건
itm_pilgrim_hood_pl|순례자 두건
itm_leather_gloves|가죽 장갑
itm_leather_gloves_pl|가죽 장갑
itm_mail_mittens|사슬 장갑
itm_mail_mittens_pl|사슬 장갑
itm_scale_gauntlets|미늘 장갑
itm_scale_gauntlets_pl|미늘 장갑
itm_lamellar_gauntlets| 편린 장갑
itm_lamellar_gauntlets_pl|편린 장갑
itm_gauntlets|판금 장갑
itm_gauntlets_pl|판금 장갑
itm_wrapping_boots|천 장화
itm_wrapping_boots_pl|천 장화
itm_woolen_hose|양모 발덮개
itm_woolen_hose_pl|양모 발덮개
itm_blue_hose|파란 발덮개
itm_blue_hose_pl|파란 발덮개
itm_hunter_boots|수렵 장화
itm_hunter_boots_pl|수렵 장화
itm_hide_boots|날가죽 장화
itm_hide_boots_pl|날가죽 장화
itm_ankle_boots|발목 장화
itm_ankle_boots_pl|발목 장화
itm_nomad_boots|유목민 장화
itm_nomad_boots_pl|유목민 장화
itm_leather_boots|가죽 장화
itm_leather_boots_pl|가죽 장화
itm_splinted_leather_greaves|가죽 덧댐 장화
itm_splinted_leather_greaves_pl|가죽 덧댐 장화
itm_mail_chausses|사슬 발덮개
itm_mail_chausses_pl|사슬 발덮개
itm_splinted_greaves|덧댐 장화
itm_splinted_greaves_pl|덧댐 장화
itm_mail_boots|사슬 장화
itm_mail_boots_pl|사슬 장화
itm_iron_greaves|철 장화
itm_iron_greaves_pl|철 장화
itm_black_greaves|검은 장화
itm_black_greaves_pl|검은 장화
itm_khergit_leather_boots|케르지트 가죽 장화
itm_khergit_leather_boots_pl|케르지트 가죽 장화
itm_sarranid_boots_a|살란 장화
itm_sarranid_boots_a_pl|살란 장화
itm_sarranid_boots_b|살란 가죽 장화
itm_sarranid_boots_b_pl|살란 가죽 장화
itm_sarranid_boots_c|살란 철판 장화
itm_sarranid_boots_c_pl|살란 철판 장화
itm_sarranid_boots_d|살란 사슬 장화
itm_sarranid_boots_d_pl|살란 사슬 장화
itm_sarranid_head_cloth|여성 두건
itm_sarranid_head_cloth_pl|여성 두건
itm_sarranid_head_cloth_b|여성 두건
itm_sarranid_head_cloth_b_pl|여성 두건
itm_sarranid_felt_head_cloth|두건
itm_sarranid_felt_head_cloth_pl|두건
itm_sarranid_felt_head_cloth_b|두건
itm_sarranid_felt_head_cloth_b_pl|두건
itm_lady_dress_ruby|귀부인 여성복
itm_lady_dress_ruby_pl|귀부인 여성복
itm_lady_dress_green|귀부인 여성복
itm_lady_dress_green_pl|귀부인 여성복
itm_lady_dress_blue|귀부인 여성복
itm_lady_dress_blue_pl|귀부인 여성복
itm_red_dress|적색 여성복
itm_red_dress_pl|적색 여성복
itm_brown_dress|갈색 여성복
itm_brown_dress_pl|갈색 여성복
itm_green_dress|녹색 여성복
itm_green_dress_pl|녹색 여성복
itm_khergit_lady_dress|케르지트 귀부인 여성복
itm_khergit_lady_dress_pl|케르지트 귀부인 여성복
itm_khergit_lady_dress_b|케르지트 가죽 귀부인 여성복
itm_khergit_lady_dress_b_pl|케르지트 가죽 귀부인 여성복
itm_sarranid_lady_dress|살란 귀부인 여성복
itm_sarranid_lady_dress_pl|살란 귀부인 여성복
itm_sarranid_lady_dress_b|살란 귀부인 여성복
itm_sarranid_lady_dress_b_pl|살란 귀부인 여성복
itm_sarranid_common_dress|살란 여성복
itm_sarranid_common_dress_pl|살란 여성복
itm_sarranid_common_dress_b|살란 여성복
itm_sarranid_common_dress_b_pl|살란 여성복
itm_courtly_outfit|기품있는 복장
itm_courtly_outfit_pl|기품있는 복장
itm_nobleman_outfit|귀족 복장
itm_nobleman_outfit_pl|귀족 복장
itm_nomad_armor|유목민 갑옷
itm_nomad_armor_pl|유목민 갑옷
itm_khergit_armor|케르지트 갑옷
itm_khergit_armor_pl|케르지트 갑옷
itm_leather_jacket|가죽 여밈옷
itm_leather_jacket_pl|가죽 여밈옷
itm_rawhide_coat|날가죽 겉옷
itm_rawhide_coat_pl|날가죽 겉옷
itm_leather_armor|가죽 갑옷
itm_leather_armor_pl|가죽 갑옷
itm_fur_coat|모피 외투
itm_fur_coat_pl|모피 외투
itm_coat|외투
itm_coat_pl|외투
itm_leather_coat|가죽 외투
itm_leather_coat_pl|가죽 외투
itm_mail_coat|사슬 외투
itm_mail_coat_pl|사슬 외투
itm_long_mail_coat|긴 사슬 외투
itm_long_mail_coat_pl|긴 사슬 외투
itm_sleeveless_mail_coat|소매없는 사슬 외투
itm_sleeveless_mail_coat_pl|소매없는 사슬 외투
itm_sleeveless_coat|소매없는 외투
itm_sleeveless_coat_pl|소매없는 외투
itm_hide_coat|날가죽 외투
itm_hide_coat_pl|날가죽 외투
itm_merchant_outfit|상인 의복
itm_merchant_outfit_pl|상인 의복
itm_homespun_dress|수제 여성복
itm_homespun_dress_pl|수제 여성복
itm_thick_coat|두꺼운 외투
itm_thick_coat_pl|두꺼운 외투
itm_coat_with_cape|망토 달린 외투
itm_coat_with_cape_pl|망토 달린 외투
itm_steppe_outfit|초원 의복
itm_steppe_outfit_pl|초원 의복
itm_nordic_outfit|노르드 의복
itm_nordic_outfit_pl|노르드 의복
itm_nordic_armor|노르드 갑옷
itm_nordic_armor_pl|노르드 갑옷
itm_hide_armor|날가죽 갑옷
itm_hide_armor_pl|날가죽 갑옷
itm_cloaked_tunic|망토 달린 윗옷
itm_cloaked_tunic_pl|망토 달린 윗옷
itm_sleeveless_tunic|소매없는 윗옷
itm_sleeveless_tunic_pl|소매없는 윗옷
itm_sleeveless_leather_tunic|소매없는 가죽 윗옷
itm_sleeveless_leather_tunic_pl|소매없는 가죽 윗옷
itm_linen_shirt|리넨 상의
itm_linen_shirt_pl|리넨 상의
itm_wool_coat|양모 외투
itm_wool_coat_pl|양모 외투
itm_dress|여성복
itm_dress_pl|여성복
itm_blue_dress|파란 여성복
itm_blue_dress_pl|파란 여성복
itm_peasant_dress|농민 여성복
itm_peasant_dress_pl|농민 여성복
itm_woolen_dress|양모 여성복
itm_woolen_dress_pl|양모 여성복
itm_shirt|상의
itm_shirt_pl|상의
itm_linen_tunic|리넨 윗옷
itm_linen_tunic_pl|리넨 윗옷
itm_short_tunic|녹색 윗옷
itm_short_tunic_pl|녹색 윗옷
itm_red_shirt|적색 상의
itm_red_shirt_pl|적색 상의
itm_red_tunic|적색 윗옷
itm_red_tunic_pl|적색 윗옷
itm_green_tunic|녹색 윗옷
itm_green_tunic_pl|녹색 윗옷
itm_blue_tunic|청색 윗옷
itm_blue_tunic_pl|청색 윗옷
itm_robe|예복
itm_robe_pl|예복
itm_coarse_tunic|조잡한 윗옷
itm_coarse_tunic_pl|조잡한 윗옷
itm_leather_apron|가죽 앞치마
itm_leather_apron_pl|가죽 앞치마
itm_tabard|소매없는 상의
itm_tabard_pl|소매없는 상의
itm_leather_vest|가죽 조끼
itm_leather_vest_pl|가죽 조끼
itm_steppe_armor|초원 갑옷
itm_steppe_armor_pl|초원 갑옷
itm_gambeson|누비옷
itm_gambeson_pl|누비옷
itm_blue_gambeson|파란 누비옷
itm_blue_gambeson_pl|파란 누비옷
itm_red_gambeson|붉은 누비옷
itm_red_gambeson_pl|붉은 누비옷
itm_padded_cloth|면을 덧댄 옷
itm_padded_cloth_pl|면을 덧댄 옷
itm_aketon_green|면 갑옷
itm_aketon_green_pl|면 갑옷
itm_leather_jerkin|소매 짧은 가죽옷
itm_leather_jerkin_pl|소매 짧은 가죽옷
itm_nomad_vest|유목민 조끼
itm_nomad_vest_pl|유목민 조끼
itm_ragged_outfit|누더기 의복
itm_ragged_outfit_pl|누더기 의복
itm_padded_leather|가죽을 덧댄 옷
itm_padded_leather_pl|가죽을 덧댄 옷
itm_tribal_warrior_outfit|부족 전사의복
itm_tribal_warrior_outfit_pl|부족 전사의복
itm_nomad_robe|유목민 예복
itm_nomad_robe_pl|유목민 예복
itm_studded_leather_coat|징박은 가죽 외투
itm_studded_leather_coat_pl|징박은 가죽 외투
itm_byrnie|반소매 사슬 갑옷
itm_byrnie_pl|반소매 사슬 갑옷
itm_haubergeon|짧은 사슬 갑옷
itm_haubergeon_pl|짧은 사슬 갑옷
itm_lamellar_vest|편린 조끼
itm_lamellar_vest_pl|편린 조끼
itm_lamellar_vest_khergit|케르지트 편린 조끼
itm_lamellar_vest_khergit_pl|케르지트 편린 조끼
itm_mail_shirt|사슬 옷
itm_mail_shirt_pl|사슬 옷
itm_mail_hauberk|긴소매 사슬 갑옷
itm_mail_hauberk_pl|긴소매 사슬 갑옷
itm_mail_with_surcoat|사슬갑외투
itm_mail_with_surcoat_pl|사슬갑외투
itm_surcoat_over_mail|긴 사슬갑외투
itm_surcoat_over_mail_pl|긴 사슬갑외투
itm_brigandine_red|쇄자갑
itm_brigandine_red_pl|쇄자갑
itm_lamellar_armor|편린갑옷
itm_lamellar_armor_pl|편린갑옷
itm_scale_armor|미늘갑옷
itm_scale_armor_pl|미늘갑옷
itm_banded_armor|줄무늬 갑옷
itm_banded_armor_pl|줄무늬 갑옷
itm_cuir_bouilli|강화 가죽 갑옷
itm_cuir_bouilli_pl|강화 가죽 갑옷
itm_coat_of_plates|두정갑
itm_coat_of_plates_pl|두정갑
itm_coat_of_plates_red|두정갑
itm_coat_of_plates_red_pl|두정갑
itm_plate_armor|판금 갑옷
itm_plate_armor_pl|판금 갑옷
itm_black_armor|검은 갑옷
itm_black_armor_pl|검은 갑옷
itm_pelt_coat|모피 외투
itm_pelt_coat_pl|모피 외투
itm_khergit_elite_armor|케르지트 정예 갑옷
itm_khergit_elite_armor_pl|케르지트 정예 갑옷
itm_vaegir_elite_armor|배기어 정예 갑옷
itm_vaegir_elite_armor_pl|배기어 정예 갑옷
itm_sarranid_elite_armor|살란 정예 갑옷
itm_sarranid_elite_armor_pl|살란 정예 갑옷
itm_sarranid_dress_a|여성복
itm_sarranid_dress_a_pl|여성복
itm_sarranid_dress_b|여성복
itm_sarranid_dress_b_pl|여성복
itm_sarranid_cloth_robe|해진 예복
itm_sarranid_cloth_robe_pl|해진 예복
itm_sarranid_cloth_robe_b|해진 예복
itm_sarranid_cloth_robe_b_pl|해진 예복
itm_skirmisher_armor|척후병 갑옷
itm_skirmisher_armor_pl|척후병 아머
itm_archers_vest|궁수 면 조끼
itm_archers_vest_pl|궁수 면 조끼
itm_sarranid_leather_armor|살란 가죽 갑옷
itm_sarranid_leather_armor_pl|살란 가죽 갑옷
itm_sarranid_cavalry_robe|기병 예복
itm_sarranid_cavalry_robe_pl|기병 예복
itm_arabian_armor_b|살란 위병 갑옷
itm_arabian_armor_b_pl|살란 위병 갑옷
itm_sarranid_mail_shirt|살란 사슬 윗옷
itm_sarranid_mail_shirt_pl|살란 사슬 윗옷
itm_mamluke_mail|경번갑
itm_mamluke_mail_pl|경번갑
itm_burlap_tunic|삼베 옷
itm_burlap_tunic_pl|삼베 옷
itm_heraldic_mail_with_surcoat|문장있는 사슬갑외투
itm_heraldic_mail_with_surcoat_pl|문장있는 사슬갑외투
itm_heraldic_mail_with_tunic|문장 갑옷
itm_heraldic_mail_with_tunic_pl|문장 갑옷
itm_heraldic_mail_with_tunic_b|문장 갑옷
itm_heraldic_mail_with_tunic_b_pl|문장 갑옷
itm_heraldic_mail_with_tabard|문장있는 짧은 사슬갑
itm_heraldic_mail_with_tabard_pl|문장있는 짧은 사슬갑
itm_turret_hat_ruby|터릿 모자
itm_turret_hat_ruby_pl|터렛 모자
itm_turret_hat_blue|터릿 모자
itm_turret_hat_blue_pl|터릿 모자
itm_turret_hat_green|바베트
itm_turret_hat_green_pl|바베트
itm_head_wrappings|머리 싸는 천
itm_head_wrappings_pl|머리 싸는 천
itm_court_hat|터릿 모자
itm_court_hat_pl|터릿 모자
itm_wimple_a|머리가리개
itm_wimple_a_pl|머리가리개
itm_wimple_with_veil|면사포 머리가리개
itm_wimple_with_veil_pl|면사포 머리가리개
itm_straw_hat|밀짚모자
itm_straw_hat_pl|밀짚모자
itm_common_hood|두건
itm_common_hood_pl|두건
itm_hood_b|두건
itm_hood_b_pl|두건
itm_hood_c|두건
itm_hood_c_pl|두건
itm_hood_d|두건
itm_hood_d_pl|두건
itm_headcloth|터번
itm_headcloth_pl|터번
itm_woolen_hood|양모 두건
itm_woolen_hood_pl|양모 두건
itm_arming_cap|군모
itm_arming_cap_pl|군모
itm_fur_hat|모피 모자
itm_fur_hat_pl|모피 모자
itm_nomad_cap|유목민 모자
itm_nomad_cap_pl|유목민 모자
itm_nomad_cap_b|유목민 모자
itm_nomad_cap_b_pl|유목민 모자
itm_steppe_cap|초원 모자
itm_steppe_cap_pl|초원 모자
itm_padded_coif|면 두건모
itm_padded_coif_pl|면 두건모
itm_woolen_cap|양모 모자
itm_woolen_cap_pl|양모 모자
itm_felt_hat|털 모자
itm_felt_hat_pl|털 모자
itm_felt_hat_b|털 모자
itm_felt_hat_b_pl|털 모자
itm_leather_cap|가죽 모자
itm_leather_cap_pl|가죽 모자
itm_female_hood|여성 두건
itm_female_hood_pl|여성 두건
itm_leather_steppe_cap_a|초원 모자
itm_leather_steppe_cap_a_pl|초원 모자
itm_leather_steppe_cap_b|초원 모자
itm_leather_steppe_cap_b_pl|초원 모자
itm_leather_steppe_cap_c|초원 모자
itm_leather_steppe_cap_c_pl|초원 모자
itm_leather_warrior_cap|가죽 전사 모자
itm_leather_warrior_cap_pl|가죽 전사 모자
itm_skullcap|두개모
itm_skullcap_pl|두개모
itm_mail_coif|사슬 두건모
itm_mail_coif_pl|사슬 두건모
itm_footman_helmet|보병 투구
itm_footman_helmet_pl|보병 투구
itm_nasal_helmet|비강 투구
itm_nasal_helmet_pl|비강 투구
itm_norman_helmet|투모
itm_norman_helmet_pl|투모
itm_segmented_helmet|경첩투구
itm_segmented_helmet_pl|경첩투구
itm_helmet_with_neckguard|목 덮개 투구
itm_helmet_with_neckguard_pl|목 덮개 투구
itm_flat_topped_helmet|납작머리 투구
itm_flat_topped_helmet_pl|납작머리 투구
itm_kettle_hat|노구솥 투구
itm_kettle_hat_pl|노구솥 투구
itm_spiked_helmet|송곳머리 투구
itm_spiked_helmet_pl|송곳머리 투구
itm_nordic_helmet|노르드 투구
itm_nordic_helmet_pl|노르드 투구
itm_khergit_lady_hat|케르지트 여성 모자
itm_khergit_lady_hat_pl|케르지트 여성 모자
itm_khergit_lady_hat_b|케르지트 여성 가죽 모자
itm_khergit_lady_hat_b_pl|케르지트 여성 가죽 모자
itm_sarranid_felt_hat|살란 털 모자
itm_sarranid_felt_hat_pl|살란 털 모자
itm_turban|터번
itm_turban_pl|터번
itm_desert_turban|사막 터번
itm_desert_turban_pl|사막 터번
itm_sarranid_warrior_cap|살란 투모
itm_sarranid_warrior_cap_pl|살란 투모
itm_sarranid_horseman_helmet|기수 투구
itm_sarranid_horseman_helmet_pl|기수 투구
itm_sarranid_helmet1|살란 천투구
itm_sarranid_helmet1_pl|살란 천투구
itm_sarranid_mail_coif|살란 사슬 두건모
itm_sarranid_mail_coif_pl|살란 사슬 두건모
itm_sarranid_veiled_helmet|살란 가린 투구
itm_sarranid_veiled_helmet_pl|살란 가린 투구
itm_nordic_archer_helmet|노르드 가죽 투구
itm_nordic_archer_helmet_pl|노르드 가죽 투구
itm_nordic_veteran_archer_helmet|노르드 가죽 투구
itm_nordic_veteran_archer_helmet_pl|노르드 가죽 투구
itm_nordic_footman_helmet|노르드 보병 투구
itm_nordic_footman_helmet_pl|노르드 보병 투구
itm_nordic_fighter_helmet|노르드 전사 투구
itm_nordic_fighter_helmet_pl|노르딕 전사 투구
itm_nordic_huscarl_helmet|노르드 허스칼 투구
itm_nordic_huscarl_helmet_pl|노르드 허스칼 투구
itm_nordic_warlord_helmet|노르드 장군 투구
itm_nordic_warlord_helmet_pl|노르드 장군 투구
itm_vaegir_fur_cap|모피 모자
itm_vaegir_fur_cap_pl|모피 모자
itm_vaegir_fur_helmet|베기어 투구
itm_vaegir_fur_helmet_pl|베기어 투구
itm_vaegir_spiked_helmet|송곳머리 투구
itm_vaegir_spiked_helmet_pl|송곳머리 투구
